id,type,entity
ge17527,Gene,JAKSTAT1
ge12715,Gene,MSLNexpressing
ge494,Gene,DAPI
ge11371,Gene,alphaSMAstained
ge2394,Gene,Bcl2Bax
ge20425,Gene,TGFBR1
di1703,Disease,Fatigue
ge17325,Gene,circRANGAP1
di4256,Disease,CPF
ge12958,Gene,MYCTARGETSV2
ge8204,Gene,RECQL5
ge1242,Gene,circ0030411
di11973,Disease,GBD
ge5649,Gene,G12Ci
ge4784,Gene,VGF
ge19883,Gene,MMP10
ge11994,Gene,betahairpins
ge10399,Gene,GP1
ch815,Chemical,Leucine
ge19655,Gene,PARPl
ge12454,Gene,flotillins
ge2738,Gene,miR874
di8720,Disease,pathohistological
ch4350,Chemical,lorlatinibtreated
ge14920,Gene,CircPIM3
ge10213,Gene,MUC16carboxylterminal
ge20364,Gene,IRGPs
ch5073,Chemical,Boron
ch5931,Chemical,Melatonin
di13068,Disease,neurotrophin
ge19712,Gene,NMT1
ge2022,Gene,TFEBindependent
ch1842,Chemical,Etoposide
ge10305,Gene,alphaVbeta3overexpressing
ge672,Gene,TGFBR2
ch953,Chemical,circ0005962
ge15069,Gene,SDHAinduced
ch3622,Chemical,hydrocortisone
ch3681,Chemical,lobaplatin
ge1848,Gene,JNKMAPK
ge7197,Gene,CAFhFAP
ch5294,Chemical,nitrosamines
ch4263,Chemical,Circ0001777
ge57,Gene,GOantisense
ge35,Gene,BETdomain
ge10678,Gene,ITPKAL34P
ch750,Chemical,ZnPyTPETCPO
ch5033,Chemical,GDC0879
ch2509,Chemical,polydopamine
ge9147,Gene,insulinreleasing
ge4154,Gene,circRNAmiRNA
ge337,Gene,ROSNLRP3mediated
ge6217,Gene,ARNT
ge1229,Gene,miR5125p
ge8661,Gene,voltagegated
ge17657,Gene,VIMCD8TcellsC1
di12749,Disease,BaP
ge3212,Gene,MiR760
ge16616,Gene,METinhibitor
di14172,Disease,IVAs
ch5788,Chemical,Ranitidine
ge3711,Gene,CD8A
ge17919,Gene,PLOD2EGFR
ch1039,Chemical,TNO155
ch2546,Chemical,Anthocyanin
ch3414,Chemical,bupropion
ge7730,Gene,Interleukine17
ge292,Gene,ICAMs
ch5307,Chemical,aphellandrene
ch5639,Chemical,CeSD
ge8850,Gene,PTGISHRASLS
ge1401,Gene,NEAT1HMGA1
ch4680,Chemical,Pomiferin
ge12996,Gene,ROSMediated
di9915,Disease,AAPImesothelioma
ge2187,Gene,SMOX
di7263,Disease,TA
ch1796,Chemical,Ruthenium
ge13531,Gene,G4regulated
ch1057,Chemical,somatostatin
ge16920,Gene,miR1825pFBXW7
ge16558,Gene,IgGpositive
ge8438,Gene,trophinin
ge6309,Gene,CD64
di3035,Disease,Tuberculosis
ch2555,Chemical,serplulimab
ch2202,Chemical,tamoxifen
ch5734,Chemical,MMS
di14086,Disease,PCA
ge21284,Gene,TFEB
ge683,Gene,miR149UCP2
di6182,Disease,TSFE
ch3471,Chemical,FITClabelled
ge6852,Gene,SIRT3mediated
di1614,Disease,AUC
ge820,Gene,sCD276
ge1984,Gene,Runx2
ch1102,Chemical,pyrrolo34bindol3ones
ge896,Gene,RBM15
ge13441,Gene,IRF1
di95,Disease,aTAA
ge19446,Gene,type
di8259,Disease,TIDE
ge14687,Gene,KIAA0087SOCS1
ch5817,Chemical,amine
ch4004,Chemical,docetaxelbased
ge17611,Gene,TAB182
ge5807,Gene,PtL1
ch3103,Chemical,Osimertinib
ch2665,Chemical,Formaldehyde
ch4274,Chemical,BENVs
ge3683,Gene,Smads
ge6920,Gene,FGF4
ge11296,Gene,Chr1miR200
ch643,Chemical,paraazidomethylLphenylalanine
ch1225,Chemical,Rg1
di4837,Disease,MEC
ch175,Chemical,LY103NH2
ge3745,Gene,ERV
ch3575,Chemical,glycine
ge7147,Gene,LINC00115miR1543pSp3
ch2268,Chemical,Regorafenib
ge5832,Gene,hsamiR5423p
ge17281,Gene,Calretininpos
ch764,Chemical,BAYK8644
ch56,Chemical,fluorine182fluoro2deoxyDglucose
ge13122,Gene,Trp53
ge14277,Gene,p47phox
di12054,Disease,BAs
ge8498,Gene,AGRN
ch4899,Chemical,RHOJ
ge11203,Gene,IKZFs
ge18630,Gene,CD39CD8
ge6259,Gene,Hypoxiainducible
ge3525,Gene,MyD88NFkappaBrelated
ge10778,Gene,COP1mediated
ch1272,Chemical,Phosphatidylethanolamine
ch3928,Chemical,polyamines
ch1049,Chemical,8PN
di9805,Disease,glomerulonephritis
ch956,Chemical,Benzimidazole
ge4396,Gene,ALKROS1
di5018,Disease,endogenous
ch1493,Chemical,enalapril
ch5083,Chemical,PFD
ge14247,Gene,HOXA11AS
ge15390,Gene,Mesotrypsin
ge6522,Gene,SLC25A42
ch5049,Chemical,lignans
ge16143,Gene,miR1865p
ge17450,Gene,KLK3
ge10576,Gene,HIF1mediated
ge815,Gene,miR33b5p
ge6770,Gene,STK11def
ge12129,Gene,ABCB1mediated
ch1497,Chemical,cemiplimab
ch390,Chemical,SGM101
di12595,Disease,CPTAC
ge17331,Gene,ITGAX
ge2314,Gene,18FFSPG
di8996,Disease,ONSD
ge19592,Gene,NapsinA
ge12593,Gene,EGFRrelated
ge13199,Gene,TRMT61B
ge13798,Gene,CXCL16CCR6
ge3718,Gene,actin
ge17561,Gene,RNF152
ch5574,Chemical,Aspirin
ge4557,Gene,TIDE
ch5186,Chemical,Ruphen32
di10944,Disease,delirium
ge1883,Gene,Statin
ge12608,Gene,pronase
di6839,Disease,SPM
ch2401,Chemical,crizotinibpretreated
di12518,Disease,SpHUS
ch5829,Chemical,Cr
di4251,Disease,SQCC
ge11355,Gene,NAGS
ge18157,Gene,TFE3dependent
ge16441,Gene,nucleophosmin
ch5067,Chemical,F18fluorodeoxyglycose
di14288,Disease,FISH
di15039,Disease,thyrotoxicosis
ge9537,Gene,HPR
ge3126,Gene,MUC19
ge7088,Gene,MiR47665p
ge10610,Gene,IGF2mediated
di12983,Disease,OM
ge5739,Gene,RasGRP33
ge13637,Gene,irAEn
ge14126,Gene,RHOV
ge9877,Gene,Cas12adriven
di3181,Disease,NSCLCs
ge9603,Gene,R381H
ch4329,Chemical,ZLDI8
ge15335,Gene,SOCS1JAK2STAT3
ge18668,Gene,LINC00641
di7746,Disease,Pyodermitis
ge17483,Gene,miR1423pTGFbeta1
ch3325,Chemical,Pasireotide
ge5467,Gene,PHB2
ge8658,Gene,C1QB
ge18240,Gene,EGFRTKIresistant
ch3476,Chemical,ubiquinone
di14375,Disease,OCC
ge13021,Gene,MSA
ch1608,Chemical,Met793
ge12013,Gene,STARD1214
ge3978,Gene,YKL40
ge866,Gene,HCLpa
ge20510,Gene,ovalbumin
ge14854,Gene,Semaphorin4A
di3616,Disease,EarlyLUAD
ge18972,Gene,SLC2A2
di5561,Disease,ToT
ge9906,Gene,miR1Zip
ge19076,Gene,FAT2
ge18319,Gene,SCCAg
ge14814,Gene,12Gyx3
ge18741,Gene,miR4508RFX1IL17Ap38
di1585,Disease,Intraprocedural
ch4816,Chemical,DH32
di3547,Disease,hypothyroidism
ge11514,Gene,heavychainAL
ge1343,Gene,JAK12STAT3
ch4795,Chemical,muchlorido
di679,Disease,pseudomixoma
ch2597,Chemical,TIN
ge4226,Gene,antiSiglec15
ch456,Chemical,alphamangostin
ch4997,Chemical,cisplatinifosfamideetoposide
di12065,Disease,DYSTHYR
ge3322,Gene,FN
ch2909,Chemical,PDX
ch5762,Chemical,Befotertinib
ge19149,Gene,PLK1
ge7041,Gene,interleukin18
ge7144,Gene,CD74ROS1
ge19071,Gene,miR12255p
ge17402,Gene,ASP
ge9246,Gene,Multikinase
di3760,Disease,IgAN
ch5280,Chemical,Mac1
ch1375,Chemical,Ser2P
ge15906,Gene,SAA3
ge19587,Gene,SHPi
di7465,Disease,DDP
ch5896,Chemical,GlyLeu
ch3783,Chemical,taxane
di4535,Disease,ascites
ge14462,Gene,STAT4
ge8207,Gene,Desmin
ch66,Chemical,oxitinib
ge13009,Gene,HAG
ge3208,Gene,2DG
ch2259,Chemical,Copper
ge2620,Gene,pMEKMEK
ge14487,Gene,GFPT2mediated
ge16057,Gene,CERS4RhobTim3
di4736,Disease,opsoclonus
ge1802,Gene,DDX11AS1
ch3600,Chemical,Sr
ge5100,Gene,Arginase
ge15266,Gene,Tp0768
ge16892,Gene,ALKactivating
ge1461,Gene,KCTD5
ge629,Gene,ACLY
di7741,Disease,AH
di13156,Disease,asthmatic
ge20213,Gene,LAG3and
ge19952,Gene,lumbrokinase
di631,Disease,N2
ch3780,Chemical,PentafuhalolB
ge8855,Gene,Vdelta2
ge2437,Gene,LDLRAD3
ge4745,Gene,NCR1deficient
ge8698,Gene,VEGFAVEGFR2
ch4995,Chemical,ZnF3stimulated
ge10458,Gene,CS
di1268,Disease,CLSCC
ge2727,Gene,POU2F3
ch2738,Chemical,Lapachol
ge8117,Gene,circ0079530
ch534,Chemical,alkyne
ge12906,Gene,SPINT2
ge16310,Gene,IVAM1VCAM1
ch4860,Chemical,cannabidiol
ge15643,Gene,CCNE1MYCMYCL1MYCN
ch369,Chemical,iothalamate
ge7290,Gene,TB
di2738,Disease,PV
ge4407,Gene,RC
ch5405,Chemical,circ0017956
ge5453,Gene,FUT3
ge15741,Gene,necrostatin1
ge3337,Gene,SFA
ge16108,Gene,SETD2
ge3750,Gene,IL1betaMAPK
ge10148,Gene,ABCB1
ch2292,Chemical,PDOs
ge16998,Gene,RIPK3
ch1454,Chemical,NH42SO4
di3938,Disease,LNET
ge11717,Gene,ARL15
di6887,Disease,LCLCs
ch4822,Chemical,DAMPs
di13912,Disease,disulfidptosis
ge13044,Gene,EGRF
ge7769,Gene,V3
ch3134,Chemical,ADPribosyl
ch4789,Chemical,RMC5552
ch5524,Chemical,Ly294002
di86,Disease,CAC
di8084,Disease,emphysema
ge1919,Gene,hsamiR375
ch348,Chemical,N6methyladenosine
ch83,Chemical,Nmethyldaspartate
ge6321,Gene,PTF
di6527,Disease,tumournodemetastasis
ge7319,Gene,EGFRdriver
ch5364,Chemical,LPG
di14251,Disease,metabolicinflammation
ge3022,Gene,HELLS
ge18526,Gene,Imp3
ch2721,Chemical,NiMn
ge20405,Gene,BTNL9
di14968,Disease,PTIndividualized
ge10005,Gene,miR577
ch5846,Chemical,H2O2treated
ge12972,Gene,Procalcitonin
ge3256,Gene,OGFRP1
ge12368,Gene,HDAC1HDAC3
ge16052,Gene,Siglec15
ge20923,Gene,SFTA1P
ge16746,Gene,USP51
ch4314,Chemical,TAK242
ge4984,Gene,SETBP1MUT
ge11463,Gene,Bb
ge7091,Gene,MiR4855p
ch5717,Chemical,YQ2
ch1588,Chemical,18naphthalimide
ge16513,Gene,EPCIBP
di4214,Disease,earlyNSCLC
ge11719,Gene,PLCgamma1mediated
ge13179,Gene,U2AF1
ge20738,Gene,TRuC
ge16015,Gene,ASPM
ch2581,Chemical,flavonol
ge7518,Gene,miR378a5p
ch3540,Chemical,amivantamabtreated
ch4875,Chemical,PLT
ge9229,Gene,ANKRD33
ch1885,Chemical,MATMP
ge18780,Gene,sST2
ge4471,Gene,CD99L2
ge2121,Gene,proGRP
ge12444,Gene,circRACGAP1mediated
ge1339,Gene,casp3
ge13260,Gene,SERPINA3overexpressing
di12904,Disease,St
ge17544,Gene,EML4ALKpositive
ge13758,Gene,STRIP2
ch4445,Chemical,oxide
di5419,Disease,ICIchemo
di14217,Disease,PeM
di6999,Disease,ECD
ge1410,Gene,RASRAFMAPK
di7373,Disease,cancerimmunotherapy
ch3616,Chemical,DENCCl4induced
ge8059,Gene,NAGLU
ge11103,Gene,Egfr
ge18457,Gene,GPx4
di13104,Disease,PTI
ch2661,Chemical,Retinal
ge5097,Gene,PI3KAkt
ge15413,Gene,caspase1dependent
di5811,Disease,angiosarcoma
ge4517,Gene,SRI
ch3097,Chemical,diarylaminopyrimidine
ge1715,Gene,miR1305
ch2502,Chemical,AFBs
ge14748,Gene,MsrA
ge4320,Gene,IL36R
ge12890,Gene,ALOX5CD8T
di4391,Disease,PTC
ch4953,Chemical,zerumbone
ge10892,Gene,eGFP
ge13230,Gene,Claudin4
di12411,Disease,HIV1
ge14615,Gene,miR36923p
ge15576,Gene,WRAP531alpha
di10111,Disease,agranulocytosis
ge1480,Gene,PARP1targeted
ge11762,Gene,TenascinC
ch4103,Chemical,duvelisib
ch2559,Chemical,LINC0572
ge8807,Gene,ASNS
ge2719,Gene,phosphoERK12
ge15186,Gene,NOL6
ge9654,Gene,miR6515p
ge14163,Gene,FNDC5
ge10749,Gene,p53floxflox
ge13385,Gene,Islet
ge1554,Gene,NNKmediated
ge15159,Gene,PCIBP
ch974,Chemical,rutheniumIIbased
ch2980,Chemical,sulfate
ch2388,Chemical,serumcisplatin
ge14465,Gene,V2
ge1322,Gene,GOT1
ge10404,Gene,FUT8
ge20981,Gene,NR6
ch1924,Chemical,MTB
ch68,Chemical,pyrroline5carboxylate
ge7594,Gene,miR182IL8STAT3
ge8159,Gene,DAPICD45TTF1CK7
ch1734,Chemical,hsacirc0049657
ge14013,Gene,VISTA
di14219,Disease,Ultracentral
ge5220,Gene,betacatenincMYC
ge11529,Gene,miR125b
ge9802,Gene,BRD4NUTM1
di7315,Disease,SoC
ge17698,Gene,IL5
ge17049,Gene,HDAC10
ge20669,Gene,AngIIAGTR1PLCintervened
ge13012,Gene,SLC7A11high
ge14571,Gene,cadherin
ge19218,Gene,SPP1dependent
ge8956,Gene,CAIXtargeted
ch2042,Chemical,Lawsone
ge2506,Gene,EGFRWT
ge19373,Gene,LKB1Mutant
ge1613,Gene,GSTpulldown
ge7913,Gene,EGFRNF1
ge25,Gene,PD1Treg
di14331,Disease,PFI
ge9904,Gene,CICs
ge8219,Gene,GSK3betaITCH
ch5539,Chemical,Silica
ge2936,Gene,Il1b
ch4172,Chemical,carnitine
ge7159,Gene,PTTG3P
ge18302,Gene,EGFRexpressing
di13606,Disease,BMLM
ge11151,Gene,miR200
ge354,Gene,TFEBLowHIF1AHigh
ge15415,Gene,MARVELD3knockdown
ge16102,Gene,miR8084
ch173,Chemical,pyrazolopyrimidines
ch3353,Chemical,lorlatinibspecific
ch2710,Chemical,ISL
di10466,Disease,RE
ge6965,Gene,antiLC
ge6196,Gene,MALAT1miR328KATNB1
di4729,Disease,PMB
ch3033,Chemical,morphine
ge4167,Gene,ACOT11
ge7320,Gene,ESRP12modified
ge16055,Gene,ROS1TKI
ge11601,Gene,beta1
ch307,Chemical,osimertinibchemotherapy
ge17435,Gene,MiR1385p
di3473,Disease,SOSVOD
ge6795,Gene,cDC1dependent
ge4460,Gene,NFkappaB
ge10238,Gene,PDK3
ge4417,Gene,ex20insspecific
ge14514,Gene,hsamiR2053p
ge1685,Gene,AXLSTAT3
ge4149,Gene,HMGB1
ch4491,Chemical,capecitabine
ch4847,Chemical,CMT
ge9308,Gene,ALD102
ge13304,Gene,HSPG
ge3109,Gene,S100A9
ch4322,Chemical,phenyl
di11863,Disease,WT
ge4428,Gene,CEACAM1expressing
di9223,Disease,patientderived
ch1780,Chemical,palmitoylcarnitine
ch5775,Chemical,Neferine
di14627,Disease,SLC
ge6862,Gene,cmycUPK1B
ge6030,Gene,MAGED4
ge8036,Gene,SLC25A5
ch4199,Chemical,tacrolimus
ge11165,Gene,Parkinmediated
ge4358,Gene,NeuroD1dominant
ge12896,Gene,ASEE
ge995,Gene,PRDM5
ch5244,Chemical,ART
ge7095,Gene,LINC00669
di4039,Disease,BPD
ge15448,Gene,PTPN23
ch2617,Chemical,furanopyrimidinebased
ge2334,Gene,SMARCA4A2
ge16112,Gene,CD4Treg
di2354,Disease,Mucositis
di5478,Disease,TRD
ge12006,Gene,FAKdependent
di10262,Disease,MSCC
ch111,Chemical,GEB
ge1208,Gene,VEGFVEGFR2
di13663,Disease,IMAs
ge6578,Gene,MEOX2
ge168,Gene,TFAP2A
ge10831,Gene,PLAU
ch1186,Chemical,SCH772984
ge5943,Gene,A14
ge10013,Gene,GNMT
ge8428,Gene,PBKERK
ge10938,Gene,circ0091537
di4201,Disease,Stomatitis
ch5139,Chemical,CNB
ge1928,Gene,CD68macrophages
ge18649,Gene,CD16Fc
di3167,Disease,NTRK3
ch4756,Chemical,Nabpaclitaxel
ge3833,Gene,NOTCH1
ge10466,Gene,antiPD1induced
di7993,Disease,STARDs
di419,Disease,VA
ge13592,Gene,CASP1
ge16839,Gene,CXCR2dependent
di109,Disease,Asbestosrelated
ch621,Chemical,Serine
ge9583,Gene,3
ge15412,Gene,rag2DsRed
ge8957,Gene,TGFbetaPDLIM5SMAD
ge6588,Gene,ACAT1
ge16691,Gene,WntbetacateninWT
ge11000,Gene,TAFs
ge5483,Gene,CPB2
di14201,Disease,ELT
ch2780,Chemical,quinazoline123triazole
ge297,Gene,FAPalphabased
di6369,Disease,subclinical
ge13250,Gene,miR5453p
di9056,Disease,pulmonary
ge1017,Gene,AXIN
ge18475,Gene,CpG
ge17172,Gene,MMPdependent
di1236,Disease,BioMILD
di12321,Disease,CTCs
ge18895,Gene,R158L
ge13060,Gene,cT2aN1M1a
ge12511,Gene,LINC0572
ge10913,Gene,CXCL9
ge8348,Gene,FLASH1
di13133,Disease,SPL
ge1341,Gene,ECE2
di5104,Disease,IAC
di2125,Disease,medical
ge16315,Gene,PD1Slamf6Tim3
ge15996,Gene,Stat3Induced
ge6563,Gene,HAVCR2
ge402,Gene,FAPTargeted
di8639,Disease,AMNSCLC
di13107,Disease,CAEs
ch787,Chemical,indole
ge12112,Gene,protein
ch3929,Chemical,Rueta5C5H5NNPPh2C6H4COORCF3SO3
ge20278,Gene,SND1
ge4945,Gene,p53Dependent
ch2927,Chemical,JFAD
ge5493,Gene,UPK1B
ge6589,Gene,APS18
ge11600,Gene,miR148b3p
ch737,Chemical,FeS
ge13952,Gene,miR175pRRM2
ch353,Chemical,zPDX
ge16713,Gene,BMPR1A
di8464,Disease,HCCC
ge6961,Gene,LYVE1
ge17711,Gene,MAZNEIL3
di2920,Disease,immunosuppressed
ge4075,Gene,LINC00482containing
ge14770,Gene,CD24CD44CD54EpCAM
ge9987,Gene,IL6JAKSTAT3
ch1350,Chemical,Atto488
ge1459,Gene,ADAM17
ge4593,Gene,autologous
ge26,Gene,miR200a3p
di5740,Disease,BMI
ge4106,Gene,CXCL910
ch2766,Chemical,indoleamine23dioxygenase
ch5440,Chemical,progesteronemediated
ch5339,Chemical,TDM
ge17874,Gene,PAK1LIMK1cofilin
ge7229,Gene,CDKs
ge10803,Gene,CIRGs
ge5537,Gene,OAS3
ge11365,Gene,aminopeptidase
di2502,Disease,ACC
di2867,Disease,EBC
di5246,Disease,arrhythmia
di14405,Disease,LRTI
ch3288,Chemical,Tazemetostat
ch3814,Chemical,ITCs
ge7397,Gene,NLRP3
di6817,Disease,STSCC
ge19024,Gene,antithyroid
di14912,Disease,Lobectomies
ge6642,Gene,Andcirc0000190
ch4222,Chemical,NH4NO3
di2451,Disease,OHNM
di9765,Disease,cMM
ge3091,Gene,miR2045p
ch3835,Chemical,iloprost
ge12051,Gene,MRAS
di11130,Disease,Oligometastasis
ge18236,Gene,LAIR2
ge19831,Gene,NPNT
ge6120,Gene,polydatin
ge4020,Gene,Sall4
di6672,Disease,T34
ge3817,Gene,IGFBP3
ge9702,Gene,PUS
ch2264,Chemical,CART
ge20729,Gene,CD32
ge12648,Gene,ROS1mutations
ge11612,Gene,SOX9promoted
ge18912,Gene,DTX3b
ge6061,Gene,RASrelated
ge10534,Gene,EAp53
ge16418,Gene,POLE
ge19084,Gene,AQIMI
ge17328,Gene,exoPDL1
ge1855,Gene,TSCLAM
ge18786,Gene,CASP4
ge19564,Gene,CircTAB2
ge8369,Gene,CLDN
ge7158,Gene,LC3ILC3II
di6832,Disease,multiple
ch4388,Chemical,APS1
ge9811,Gene,albumintoglobulin
ge20155,Gene,TUBB4B
ch578,Chemical,G4PFL
ch2893,Chemical,GSE31210
di1586,Disease,MLC
ge1970,Gene,CBLB
di11955,Disease,LADC
ge8827,Gene,KIF18B
ge21124,Gene,nuf2
ge14546,Gene,IAGs
ch2023,Chemical,Tetrakis4pyridylphenylethylenebased
di13714,Disease,highLIDscore
ch25,Chemical,cabozantinib
ge8551,Gene,KCNMA1
ge8068,Gene,PNPLA2
ge2613,Gene,hsacirc0048091
ch4288,Chemical,ICIs
ch3504,Chemical,NO3sulfate
ch962,Chemical,HCQCS
ch5909,Chemical,CID160070181
ge10848,Gene,CYFRA
ge19350,Gene,MALAT1miR3383pPYCR2
di4166,Disease,microvascular
di3388,Disease,ILDrelated
ge5343,Gene,citH3
ge19884,Gene,KRAStargeted
ge17330,Gene,YAP1expressing
ge19307,Gene,PHF5A
ge4278,Gene,TNFAIP3
di11484,Disease,nephritis
ge682,Gene,ROR1
ge21278,Gene,STK10
di9759,Disease,PPSS
ch865,Chemical,lutein
ch1562,Chemical,BYTQH
ge7271,Gene,NTx
ge11864,Gene,pParkin
di3134,Disease,MN
ge294,Gene,BARHL2
ge1994,Gene,hsacirc0008003
ge1686,Gene,BAG1
ge397,Gene,SLC31A1
ch655,Chemical,ribavirin
ch1968,Chemical,isoquercetin
di10741,Disease,CHRYSALIS
ge20958,Gene,LPSIFNgammainduced
ge9421,Gene,miR103a3p
ch4693,Chemical,CsAVP
ge2581,Gene,Myricetin
ch3337,Chemical,Ser1981
ge18560,Gene,Osm
ge742,Gene,NanogCCND1CDK46
ch4247,Chemical,spiroindeno12bquinoxalines
ge4095,Gene,ANXA7
di9336,Disease,adenomyosis
di66,Disease,hyperPP
ge10131,Gene,ECLC5GLx
di14465,Disease,EGFRTKI
ch3838,Chemical,Amine
ge17399,Gene,mucins
ge15947,Gene,GS
ge8375,Gene,TIMs
ge8406,Gene,ANGPTL4
ge13651,Gene,ocellatin
ge12810,Gene,CD63
ge8691,Gene,HSPA2
ge3708,Gene,STAT1dependent
di5954,Disease,LCSCRUMAsia
ge12101,Gene,SIRPA
ge21004,Gene,GAL3
ch104,Chemical,AMR
ch3152,Chemical,Ni
ge9041,Gene,TAMcentered
ch2277,Chemical,DAPI
ge2715,Gene,20ins
ge15301,Gene,TGFbetamediated
ge9117,Gene,S6
ge8063,Gene,CFN
ge4401,Gene,Cdk1CyclinB
di3034,Disease,cancerVTE
ge6251,Gene,YBX1
ge4898,Gene,premiR486
ge19553,Gene,E2Ftargets
ge13557,Gene,Antialphaglucosidase
ge6585,Gene,pHK2
ch1507,Chemical,ZLigustilide
ch2325,Chemical,BGB324
ch622,Chemical,IRX4647
ge9025,Gene,COL1A2
ge13709,Gene,CircPDZD8
di6033,Disease,carcinosarcomas
di4029,Disease,financial
ge4477,Gene,pPTEN
ge11337,Gene,XPO1
ge9980,Gene,BNP
di14626,Disease,IPIC
di10413,Disease,Autism
ge1305,Gene,VCAM1aptamer
ch2000,Chemical,polyamidoamine
ch1742,Chemical,HAuCl4
ge4275,Gene,MIFCD74
ge16458,Gene,ECGATA6
ge10244,Gene,Pannexin1
ch2320,Chemical,MTHFD2
ge763,Gene,mNT
ge10084,Gene,AhRTMPRSS2IL18
ge19636,Gene,LGFA
ch2429,Chemical,hsacirc0088036
ge6633,Gene,ILEI
ge13934,Gene,Clocklike
ge5196,Gene,miR135a5p
di12206,Disease,PPM
ge7508,Gene,ICR
ge19532,Gene,LCOs
ge12065,Gene,CA916798
ge6623,Gene,FGF8ERK12
ch4025,Chemical,celastrol
ch1277,Chemical,chloride
ge9586,Gene,ILKAP
di5570,Disease,immuneoncology
ge1755,Gene,PPARdelta
di3569,Disease,rwDFS
ge13480,Gene,IDA
ge6869,Gene,DEarlncRNAs
ge20349,Gene,EregMAPK
ge11199,Gene,CNDP2
ge17655,Gene,DDX4
ch4402,Chemical,hsacirc0092887mediated
ge18550,Gene,EXT1positive
di10766,Disease,Thrombosis
ch1105,Chemical,diphenylalanine
di9407,Disease,LUSCBM
ge12655,Gene,melittinMyc
ch5501,Chemical,folic
ge18385,Gene,DCFHDA
ge9959,Gene,caspase3mediated
ch951,Chemical,4methylnitrosamino13pyridyl1butanol
di15021,Disease,IRHD
di2310,Disease,Malignancy
ge20503,Gene,p53MDM2
di11565,Disease,BACMPTs
ge1390,Gene,mLPR
ch5428,Chemical,methoxyl
ge1922,Gene,EEF2K
ge5242,Gene,PBKtriggered
ch5388,Chemical,butein
ch1153,Chemical,cytidine
ch2390,Chemical,Benzodiazepines
ch3002,Chemical,CDPEIDOX
ge21002,Gene,TRIM58ZEB1
ge7224,Gene,MRPL35
ch396,Chemical,SAB
ge19980,Gene,SePC
ge7047,Gene,BDH1
ge14646,Gene,SPOCK1
ch3735,Chemical,PDS5B
ge18677,Gene,ERBB
ge1491,Gene,ERKMYCPYCR
ge12752,Gene,ITGA1
ge13173,Gene,SUCLG2
di14478,Disease,tuberculous
ge17264,Gene,antiPD1sensitive
di5385,Disease,IIP
ch2547,Chemical,Glutamine
ge7214,Gene,RT
di3621,Disease,TML
ge14400,Gene,KPU
di826,Disease,ALPCC
di9356,Disease,DLS
ge12137,Gene,circRNAmiRNAmRNA
ch1085,Chemical,AuCuCl2
ch5876,Chemical,18cineole
ch4791,Chemical,145triphosphate
ge16708,Gene,MTAP
ge16980,Gene,RETrearranged
ge185,Gene,FAM83D
ch4838,Chemical,TBCB
ge11534,Gene,miR31
di10894,Disease,LCHFD
ge18100,Gene,RCAN1
ch4132,Chemical,ribose
ge3434,Gene,miR181a5pSMAD2
ge20188,Gene,AGP1
ge664,Gene,Leptinmediated
ge7941,Gene,interleukin15
ge13124,Gene,microRNA1225pclic1
ge746,Gene,PTKs
ch4673,Chemical,stearoylCoA
di9164,Disease,atypical
ge20552,Gene,CD106
ge7258,Gene,miR12985pMTDH
ge4307,Gene,KIR2DL4
ge3344,Gene,CI
ge17769,Gene,AHSGrelated
ge14391,Gene,OTUD3
di10905,Disease,ypN2
ch4202,Chemical,AZD2811
ch3943,Chemical,titanium
ge5213,Gene,HLAA02
ch4550,Chemical,Ezrin
ge20423,Gene,LDOC1GNL3LNFkappaB
ge4722,Gene,NDPLPs
ge14945,Gene,LY6K
ge20587,Gene,NeuroD1
di1679,Disease,segmentectomy
ch4059,Chemical,sulfhydryl
ge18424,Gene,CD4positive
ge20429,Gene,ERstressrelatedgenes
ch1998,Chemical,coal
ch5296,Chemical,NTZ
di7456,Disease,PCS
di13000,Disease,ISP
ge16795,Gene,LIN28
ch3916,Chemical,Pb
di7357,Disease,epithelioid
ge11427,Gene,CD103
ge6792,Gene,miR3383pTNFAIP8
di27,Disease,Pneumonitis
ch2157,Chemical,AuS
ch1487,Chemical,pMFs
di2640,Disease,PLC
ch573,Chemical,PPDtreated
ge12926,Gene,miR635
ge6243,Gene,LOC85009
ge2054,Gene,CD8dysfunctional
ch5509,Chemical,metformincisplatin
ge2467,Gene,SAAL1
ge5310,Gene,CHK2
ge4185,Gene,shGDF15
ge4329,Gene,IgG4related
ch2664,Chemical,carboxamide
ge9162,Gene,TRPV1
ge18103,Gene,MetPI3KAkt
di5462,Disease,TPDS
ge18509,Gene,LAM
ch2701,Chemical,AMG510
ch395,Chemical,formaldehydefixed
di3795,Disease,Hypophysitis
ge13649,Gene,BerEp4Calretinin
ge13962,Gene,E2F3
ge16343,Gene,HRVA14
ge11208,Gene,CRPtolymphocyte
ge20879,Gene,DST
ge16893,Gene,DH32
di7477,Disease,COLOR
ge8987,Gene,CME
ge16657,Gene,FGFR1Wildtype
di1752,Disease,LD
ge7922,Gene,TPL
di9323,Disease,Cancerrelated
ge14791,Gene,NGAL
ch5879,Chemical,tMDTX
ge6659,Gene,DCAF13
di14939,Disease,glioblastoma
ge10200,Gene,ZFHX3TP53
ge1803,Gene,AQPs
ch1794,Chemical,quinone
ge8525,Gene,RAD51D
di13801,Disease,hematochezia
ge7138,Gene,CDK10
ge1209,Gene,MyoD1positive
